subject,body,sender,label
New feature announcement,We've launched dark mode across all our apps. Update now to try it!,launch@company.com,NOT_EXPENSE
Your workspace settings,Review and update your workspace settings for better collaboration.,settings@platform.com,NOT_EXPENSE
Weekly digest: Top creators,Meet our top creators this week. Get inspired by their work.,digest@community.com,NOT_EXPENSE
New API endpoints,We've added 10 new API endpoints to our developer portal.,docs@developer.com,NOT_EXPENSE
Your account security,Review your account security settings. 2FA is recommended.,security@platform.com,NOT_EXPENSE
You've been recommended,Our algorithm recommends checking out these trending posts.,recommendations@platform.com,NOT_EXPENSE
New templates library,Browse our expanded templates library with 50+ new designs.,templates@productivity.com,NOT_EXPENSE
Your weekly achievements,Here are your achievements for this week. You're doing great!,achievements@platform.com,NOT_EXPENSE
New integration announced,We've partnered with leading cloud providers. Integrate now!,partnerships@company.com,NOT_EXPENSE
Your content performance,Your content has performed 20% better this week. Keep it up!,analytics@platform.com,NOT_EXPENSE
New community event,Join our monthly community showcase. Present your work!,events@community.com,NOT_EXPENSE
Your subscription benefits,Explore all the benefits included in your subscription.,benefits@service.com,NOT_EXPENSE
Weekly challenge: Creative,This week's creative challenge: Design a logo. Submit your entry!,challenges@platform.com,NOT_EXPENSE
New feature: Voice notes,You can now add voice notes to your projects. Try it out!,product@company.com,NOT_EXPENSE
Your network is growing,You've gained 25 new followers this week. Expand your reach!,network@platform.com,NOT_EXPENSE
New research publication,Our research team published a paper on machine learning. Read now.,research@company.com,NOT_EXPENSE
Your privacy settings,Review and update your privacy settings. Your data matters to us.,privacy@platform.com,NOT_EXPENSE
Weekly newsletter: Innovation,This week's focus: Innovation in tech. Read the latest insights.,newsletter@techweekly.com,NOT_EXPENSE
Invoice #7890,Please find attached invoice for INR 8500 for web development services completed in March.,billing@webdev.com,EXPENSE
Amazon order confirmed,Your order #234-567 for ₹2899 has been shipped. Expected delivery: March 25.,ship-confirm@amazon.in,EXPENSE
Spotify subscription renewed,Your Spotify Premium subscription has been renewed. ₹119/month charged to your card.,no-reply@spotify.com,EXPENSE
Bank debit alert,INR 3500 debited from your account via UPI to Swiggy Foods. Ref: UPI123456789.,alerts@hdfcbank.com,EXPENSE
Hotel booking confirmed,Your booking at Taj Palace confirmed for 2 nights. Total: ₹18500. Check-in: March 30.,bookings@tajhotels.com,EXPENSE
Zomato order receipt,Order delivered! Total paid: ₹420 via Paytm. Restaurant: Pizza Hut.,receipt@zomato.com,EXPENSE
Home loan EMI deducted,Your home loan EMI of ₹32000 has been auto-debited. Account: HL-2024-789.,emi@icicibank.com,EXPENSE
Jio recharge successful,Your prepaid recharge of ₹299 for 9876543210 is successful. Validity: 28 days.,recharge@jio.com,EXPENSE
UPI payment confirmed,You paid ₹850 to Uber via UPI. Ride ID: UBER987654.,payment@gpay.com,EXPENSE
Flipkart order shipped,Your order #FL789 for ₹4500 has been shipped. Delivery by March 26.,shipping@flipkart.com,EXPENSE
Electricity bill payment,Your MSEDCL bill of ₹2100 for March is paid. Due date: March 25.,payments@mahadiscom.in,EXPENSE
Car insurance premium,Your car insurance premium of ₹14500 is due on April 5. Policy: CAR-2024-123.,renewal@bhartiaxa.com,EXPENSE
Credit card payment,Your HDFC credit card payment of ₹25000 is processed. Card ending 4567.,cards@hdfcbank.com,EXPENSE
Uber ride receipt,Uber ride complete. Fare: ₹180. Payment via Paytm. Ride ID: RIDE123456.,receipts@uber.com,EXPENSE
Oyo room booking,Oyo booking confirmed at Hotel Sunrise for 1 night. Total: ₹1200. Check-in: March 28.,bookings@oyorooms.com,EXPENSE
Gym membership fee,Your FitPath gym membership fee of ₹2400 is due for April. Renew to continue.,billing@fitpath.com,EXPENSE
BigBasket order delivered,Your grocery order worth ₹1800 has been delivered. Paid via credit card.,orders@bigbasket.com,EXPENSE
Medical bill payment,Apollo Pharmacy order #7890. Total: ₹560. Payment received via UPI.,billing@apollo.com,EXPENSE
Airtel broadband bill,Your Airtel broadband bill of ₹999 for March is paid. Due date: April 10.,billing@airtel.in,EXPENSE
Mutual fund SIP,Your SIP of ₹5000 in HDFC Equity Fund has been processed. NAV: ₹45.67.,sip@hdfcfund.com,EXPENSE
BookMyShow tickets,"2 tickets for Avengers movie booked. Total: ₹900. Show: March 29, 7 PM.",tickets@bookmyshow.com,EXPENSE
Amazon Pay balance,You added ₹1000 to Amazon Pay balance from bank account.,amazonpay@amazon.in,EXPENSE
Swiggy Instamart,Your grocery order from Swiggy Instamart. Total: ₹380. Paid via GPay.,orders@swiggy.com,EXPENSE
FASTag debit,Your FASTag account debited ₹95 at Kherki Daula toll plaza. Balance: ₹450.,fastag@icicibank.com,EXPENSE
Water bill paid,Delhi Jal Board water bill of ₹320 paid for consumer 9876543.,payments@djb.gov.in,EXPENSE
Netflix subscription,Your Netflix Premium subscription renewed. ₹649/month charged to card.,no-reply@netflix.com,EXPENSE
Income tax payment,Advance tax payment of ₹35000 confirmed. Challan: 2345678.,noreply@incometax.gov.in,EXPENSE
Fuel purchase,HPCL fuel purchase: 12 litres. Total: ₹1350. Payment via debit card.,receipt@hpcl.com,EXPENSE
School fee payment,Tuition fee of ₹3500 for April received. Student: Amit Sharma.,fees@davschool.edu,EXPENSE
Freelance payment,Payment of USD 300 received for project #2024-04. Converted to ₹24750.,payment@upwork.com,EXPENSE
GST invoice,GST Invoice #INV-2024-089. Amount: ₹25000 + GST ₹4500.,invoices@techvendor.co.in,EXPENSE
Office supplies,Your order for office supplies from Amazon Business is confirmed. Total: ₹1800.,business@amazon.in,EXPENSE
International transfer,Wire transfer of USD 800 sent to account ending 6789. Ref: TXN20260324.,wire@sbi.co.in,EXPENSE
Platform fee,Marketplace platform fee of ₹290 charged to your seller account.,fees@flipkart.com,EXPENSE
Cashback received,₹120 PhonePe cashback credited for your recent Amazon purchase.,rewards@phonepe.com,EXPENSE
Late fee charged,Late payment fee of ₹75 added to your credit card bill.,fees@icicibank.com,EXPENSE
Corporate card expense,Corporate card transaction: ₹1800 at Petrol pump on March 24.,corporate@hdfcbank.com,EXPENSE
AWS invoice,Your AWS bill for March: $32.50. EC2 instances: 2. Due: April 15.,billing@aws.amazon.com,EXPENSE
Domain renewal,Your domain mywebsite.com renewed for 1 year. ₹599 charged.,billing@godaddy.com,EXPENSE
Co-working invoice,Invoice for WeWork desk booking. March: ₹7500. GST included.,billing@wework.com,EXPENSE
Courier charges,Delhivery courier charges of ₹180 for shipment #DEL123456.,noreply@delhivery.com,EXPENSE
Dental bill,Dental consultation fee: ₹1200. Dr. Mehta Dental Clinic.,billing@mehtaclinic.com,EXPENSE
SaaS subscription,Invoice for Slack Pro. Plan: Standard. ₹925/month per user.,billing@slack.com,EXPENSE
Food delivery,Your Dunzo order delivered. Total: ₹220 paid via UPI.,orders@dunzo.com,EXPENSE
Online course,You enrolled in 'Python for Data Science'. Amount: ₹1999.,noreply@coursera.com,EXPENSE
Ola cab ride,Ola ride fare: ₹150 paid via Ola Money. Ride ID: OLA987654.,noreply@ola.com,EXPENSE
Conference fee,Payment of ₹8000 for DevOps India Conference 2024 received.,registration@devopsconf.com,EXPENSE
Printer supplies,HP printer ink cartridge 2-pack ordered. ₹1200 charged to card.,orders@hp.com,EXPENSE
News subscription,The Hindu annual subscription of ₹999 activated.,subscription@thehindu.com,EXPENSE
Personal loan EMI,Your personal loan EMI of ₹8500 auto-debited on March 25.,emi@axisbank.com,EXPENSE
Credit card bill,Your ICICI credit card bill of ₹8750 is due on April 10.,statement@icicibank.com,EXPENSE
Card transaction,Your ICICI Bank Credit Card ending XX67 charged ₹320 at merchant.,alerts@icicibank.com,EXPENSE
Transaction alert,ICICI Bank Credit Card used for ₹1200 at online merchant.,credit_cards@icicibank.com,EXPENSE
Debit alert,Your HDFC savings account debited ₹25000 via NEFT. Balance: ₹45000.,alerts@hdfcbank.com,EXPENSE
Kotak debit,Kotak account debited ₹5000. Transaction ID: TXN2026032501.,alerts@kotak.com,EXPENSE
UPI payment,UPI payment of ₹450 to Zomato successful. Ref: UPI987654321.,upi@paytm.com,EXPENSE
Card payment,Credit card payment of ₹4339.85 received. Thank you.,credit_cards@icicibank.com,EXPENSE
Auto debit,Automatic payment of $8.99 processed for Netflix subscription.,no-reply@netflix.com,EXPENSE
Online transaction,INR 890 successful on Kotak debit card at online merchant.,alerts@kotak.com,EXPENSE
MOTO payment,INR 249 via MOTO/SI on Kotak card. Merchant: Flipkart.,alerts@kotak.com,EXPENSE
Trading account,Payment of ₹10000 received for Kotak trading account.,noreply@kotaksecurities.com,EXPENSE
Dividend credited,Dividend of ₹350 per share credited to your bank account.,dividend@in.mpms.mufg.com,EXPENSE
Zerodha debit,Zerodha trading account debited ₹5000 for equity purchase.,noreply@zerodha.com,EXPENSE
SIP auto-debit,SIP of ₹2500 for Axis Bluechip Fund debited.,sip@axismf.com,EXPENSE
PhonePe payment,Paid ₹280 to Swiggy via PhonePe UPI. Ref: UPI2026032501.,noreply@phonepe.com,EXPENSE
Google Play,Purchase of ₹89 on Google Play. Order: GPA.1234-5678.,payments-noreply@google.com,EXPENSE
Apple subscription,iCloud+ 50GB plan renewed. ₹75 charged to card.,no-reply@email.apple.com,EXPENSE
Rapido ride,Rapido bike ride complete. Fare: ₹35 paid via UPI.,noreply@rapido.bike,EXPENSE
JioMart order,JioMart grocery order delivered. Total: ₹650 via JioPay.,orders@jiomart.com,EXPENSE
LPG booking,Indane LPG cylinder booking confirmed. ₹903. Booking: HP987654.,noreply@indianoil.in,EXPENSE
Razorpay payment,Payment of ₹2500 to VendorX via Razorpay successful.,noreply@razorpay.com,EXPENSE
ACT Fibernet,ACT Fibernet bill of ₹1199 for March paid. Due: April 15.,billing@actcorp.in,EXPENSE
Tata Play,Tata Play DTH recharge ₹400 successful. Pack: Hindi Smart HD.,recharge@tataplay.com,EXPENSE
Insurance premium,Term life insurance premium ₹9500 auto-debited. Policy: LI-2024-890.,premium@licindia.in,EXPENSE
Myntra order,"Myntra order confirmed. 3 items, total ₹2400 via credit card.",orders@myntra.com,EXPENSE
IRCTC ticket,Train ticket booked. PNR: 3456789012. Fare: ₹890. Class: 2A.,irctc@irctc.co.in,EXPENSE
Paytm Postpaid,Paytm Postpaid bill ₹1800 due April 5. Pay now.,billing@paytm.com,EXPENSE
Urban Company,Payment of ₹450 for AC service booking confirmed.,noreply@urbancompany.com,EXPENSE
Nykaa shipped,Nykaa order #NK890 worth ₹980 shipped. COD: ₹980.,orders@nykaa.com,EXPENSE
Cult.fit,Cult.fit membership renewed. ₹1499/month charged.,billing@curefit.com,EXPENSE
SBI card,INR 2800 spent on SBI credit card at Croma. Limit: ₹47000.,alerts@sbi.co.in,EXPENSE
Airtel bill,Airtel postpaid bill ₹699 paid via autopay.,billing@airtel.in,EXPENSE
Meesho order,"Meesho order confirmed. 2 items, total ₹450 via UPI.",orders@meesho.com,EXPENSE
Dunzo Daily,Dunzo Daily order delivered. Total: ₹150 charged to wallet.,noreply@dunzo.com,EXPENSE
YES Bank,INR 650 debited from YES Bank for DMart purchase.,alerts@yesbank.in,EXPENSE
Groww SIP,Groww SIP of ₹3000 in Parag Parikh Flexi Cap processed.,noreply@groww.in,EXPENSE
Licious order,Licious order delivered. Total: ₹420 via PhonePe.,orders@licious.in,EXPENSE
CRED cashback,₹75 CRED cashback on credit card payment of ₹4500.,rewards@cred.club,EXPENSE
FirstCry order,FirstCry order #FC567 for baby products confirmed. ₹899.,orders@firstcry.com,EXPENSE
Practo payment,Payment of ₹350 for online consultation with Dr. Sharma.,noreply@practo.com,EXPENSE
1mg order,1mg medicine order placed. Total: ₹380. COD selected.,orders@1mg.com,EXPENSE
BSNL landline,BSNL landline bill ₹550 for March ready. Due: April 10.,billing@bsnl.co.in,EXPENSE
Axis auto-debit,Auto-debit of ₹4500 processed for loan EMI.,alerts@axisbank.com,EXPENSE
FreshToHome,FreshToHome order worth ₹590 shipped. Delivery tomorrow.,orders@freshtohome.com,EXPENSE
Google One,Google One 100GB plan renewed. ₹130/month to GPay.,payments-noreply@google.com,EXPENSE
PVR tickets,PVR ticket confirmed. 2 tickets: ₹600. Show: 6 PM.,tickets@pvrcinemas.com,EXPENSE
Chai Point,Chai Point order delivered. Total: ₹150 via Paytm.,orders@chaipoint.com,EXPENSE
SBI Life,SBI Life insurance premium ₹10500 for policy SL-890 deducted.,premium@sbilife.co.in,EXPENSE
Kotak brokerage,Brokerage charge ₹25 for equity trade. Contract: CN-2026-890.,noreply@kotaksecurities.com,EXPENSE
Flipkart Pay Later,Flipkart Pay Later bill ₹1800 due March 20.,billing@flipkart.com,EXPENSE
Vi bill,Vi postpaid bill ₹499 generated. Pay before March 28.,billing@myvi.in,EXPENSE
Spencer's,Spencer's grocery order ₹1280 delivered via credit card.,orders@spencers.in,EXPENSE
Cleartrip,Cleartrip booking confirmed. Hotel Park View 2 nights. ₹5800.,bookings@cleartrip.com,EXPENSE
ICICI SIP,ICICI Prudential SIP of ₹4000 processed successfully.,sip@icicipru.com,EXPENSE
Bajaj EMI,Bajaj Finserv EMI of ₹1800 auto-debited from account.,emi@bajajfinserv.in,EXPENSE
Amazon Prime,Amazon Prime renewed. ₹1499 charged to card.,prime@amazon.in,EXPENSE
Kotak trade,Trade executed: 15 shares Reliance at ₹2480. Total ₹37200.,trades@kotaksecurities.com,EXPENSE
Upstox,Brokerage ₹35 deducted for intraday trades on March 25.,noreply@upstox.com,EXPENSE
Amazon Fresh,Amazon Fresh grocery delivered. Total: ₹890 via Amazon Pay.,fresh@amazon.in,EXPENSE
Paytm Mall,Paytm Mall order for earbuds confirmed. ₹1299 via wallet.,orders@paytmmall.com,EXPENSE
HDFC annual fee,HDFC credit card annual fee ₹500 applied to Regalia card.,cards@hdfcbank.com,EXPENSE
Gas bill,Mahanagar Gas bill ₹780 for March generated. Due: April 10.,billing@mahanagargas.com,EXPENSE
Society maintenance,Monthly society maintenance ₹6500 debited.,accounts@society.com,EXPENSE
India Post,Speed post charges ₹95 for consignment EE987654321IN.,noreply@indiapost.gov.in,EXPENSE
DigitalOcean,DigitalOcean bill March: $18.00. Droplet 720 hours.,billing@digitalocean.com,EXPENSE
Magazine,India Today digital subscription ₹899 renewed.,subscriptions@indiatoday.in,EXPENSE
NoBroker rent,Monthly rent ₹20000 transferred via NoBroker Pay.,payments@nobroker.in,EXPENSE
Lenskart,Eye exam payment ₹650 at Lenskart Vision Care.,billing@lenskart.com,EXPENSE
Pet vaccination,Pet vaccination ₹1200 at Cessna Vet Clinic.,billing@vetclinic.com,EXPENSE
UClean,Laundry order ₹280 picked up. Payment via UPI.,noreply@uclean.in,EXPENSE
Paytm FASTag,Paytm FASTag charged ₹120 at toll plaza on NH-48.,fastag@paytm.com,EXPENSE
JioSaavn,JioSaavn Pro subscription ₹399/year renewed.,billing@jiosaavn.com,EXPENSE
Decathlon,Decathlon sports shoes confirmed. ₹2499 via UPI.,orders@decathlon.in,EXPENSE
Pepperfry,Pepperfry bookshelf delivered. ₹3500 via credit card.,orders@pepperfry.com,EXPENSE
PharmEasy,PharmEasy medicine order placed. ₹550 via wallet.,orders@pharmeasy.in,EXPENSE
Ather,Ather Grid charging complete. ₹35 charged to account.,charging@ather.com,EXPENSE
Tata Power,Tata Power EZ Charge bill: ₹95 for 7kWh via Paytm.,billing@tatapowerez.com,EXPENSE
Home loan EMI,HDFC home loan EMI ₹30000 deducted for March.,homeloan@hdfc.com,EXPENSE
NoBroker stamp duty,Stamp duty ₹450 for rental agreement via NoBroker.,charges@nobroker.in,EXPENSE
Delhivery insurance,Shipping insurance ₹65 charged for Meesho order.,charges@delhivery.com,EXPENSE
Amazon Subscribe,Subscribe & Save order placed. 4 items ₹1650.,subscribe@amazon.in,EXPENSE
Swiggy Genie,Swiggy Genie delivery completed. Charges: ₹59 via wallet.,noreply@swiggy.com,EXPENSE
Boat warranty,Extended warranty for Boat Airdopes. ₹249 via card.,orders@boat-lifestyle.com,EXPENSE
Samsung repair,Samsung service center charge ₹3200 for screen repair.,service@samsung.com,EXPENSE
LensDen,LensDen contact lens order confirmed. ₹980 shipped in 2 days.,orders@lensden.com,EXPENSE
DTDC,DTDC courier charges ₹150 for domestic parcel shipment.,noreply@dtdc.com,EXPENSE
BigBasket membership,BigBasket BB Star annual membership activated. ₹299.,membership@bigbasket.com,EXPENSE
Park+,Parking fee ₹75 via Park+ at Select Citywalk mall.,payments@parkplus.io,EXPENSE
EaseMyTrip,EaseMyTrip bus ticket booked. Delhi to Jaipur. ₹680.,bookings@easemytrip.in,EXPENSE
Noise watch,Noise ColorFit Pro 5 order confirmed. ₹2999 via PhonePe.,orders@gonoise.com,EXPENSE
Byju's,Byju's subscription renewed. Monthly charge: ₹1599.,billing@byjus.com,EXPENSE
IndiaMART,IndiaMART lead purchase ₹4000 processed.,billing@indiamart.com,EXPENSE
WazirX,Bought 0.003 BTC for ₹15000 on WazirX. Fee: ₹45.,noreply@wazirx.com,EXPENSE
Angel One,Brokerage ₹25 charged for F&O trade. Contract note attached.,trades@angelone.in,EXPENSE
ICICI locker,Annual locker rental ₹4000 debited from ICICI account.,charges@icicibank.com,EXPENSE
Passport fee,Passport application fee ₹1500 paid online. ID: PA-2026-890.,receipts@passportindia.gov.in,EXPENSE
MakeMyTrip cab,MakeMyTrip outstation cab booked. Delhi to Agra. ₹4200.,cabs@makemytrip.com,EXPENSE
Apollo 247,Teleconsultation payment ₹350 for Dr. Patel on Apollo 247.,billing@apollo247.com,EXPENSE
Udaan,Udaan wholesale order for supplies shipped. Total ₹7500.,orders@udaan.com,EXPENSE
Country Delight,Country Delight monthly milk bill: ₹980 auto-deducted.,billing@countrydelight.in,EXPENSE
IRCTC food,IRCTC e-catering order confirmed. Delivery at Kanpur station. ₹290.,ecatering@irctc.co.in,EXPENSE
Zomato Gold,Zomato Gold membership renewed 3 months. ₹250 to card.,membership@zomato.com,EXPENSE
Oyo booking,Oyo booking at Hotel Lake View 1 night confirmed. ₹1500.,bookings@oyorooms.com,EXPENSE
HealthifyMe,HealthifyMe Pro subscription renewed. ₹349/month.,billing@healthifyme.com,EXPENSE
Zerodha AMC,Zerodha demat AMC ₹250 for annual maintenance charged.,charges@zerodha.com,EXPENSE
Aquaguard,Aquaguard annual maintenance ₹2200 debited from account.,service@eureka-forbes.com,EXPENSE
TDS,TDS of ₹1200 deducted on FD interest for Q4 FY26.,tds@sbi.co.in,EXPENSE
Driving license,Driving license renewal fee ₹500 paid online. ID: DL-2026-890.,receipts@parivahan.gov.in,EXPENSE
BookMyShow event,BookMyShow booking for concert. 2 tickets ₹2200 each. Total: ₹4400.,events@bookmyshow.com,EXPENSE
Urban Company,Salon at home service payment ₹950 via Urban Company.,noreply@urbancompany.com,EXPENSE
Property tax,Municipal corporation property tax ₹7200 for FY 2026-27 confirmed.,receipts@mcgm.gov.in,EXPENSE
Bike service,Royal Enfield service center bill: ₹2800 for 10000km service.,service@royalenfield.com,EXPENSE
Unacademy,Unacademy Plus subscription renewed. ₹999/month.,billing@unacademy.com,EXPENSE
Restaurant bill,Payment of ₹1200 made at Barbeque Nation via UPI.,payment@upi.com,EXPENSE
Grocery store,DMart purchase of ₹850 paid via debit card.,store@dmart.in,EXPENSE
Petrol pump,Fuel purchase at IOCL pump: 10 litres ₹1100 via card.,receipt@iocl.com,EXPENSE
Medical store,Pharmacy bill ₹420 paid at local chemist.,billing@chemist.com,EXPENSE
Clothing store,H&M purchase ₹1899 paid via credit card.,orders@hm.com,EXPENSE
Electronics store,Croma purchase ₹6500 for headphones via EMI.,orders@croma.com,EXPENSE
Online course,Udemy course 'Advanced Python' purchased for ₹1299.,noreply@udemy.com,EXPENSE
Software license,Microsoft Office 365 annual subscription ₹5299 renewed.,billing@microsoft.com,EXPENSE
Cloud storage,Google Cloud storage bill $15.50 for March.,billing@google.com,EXPENSE
Web hosting,Bluehost hosting bill ₹450 for March due April 15.,billing@bluehost.com,EXPENSE
Domain name,Domain newdomain.com registered for ₹799 for 1 year.,billing@namecheap.com,EXPENSE
SSL certificate,SSL certificate renewed for ₹1299/year.,billing@godaddy.com,EXPENSE
Email marketing,Mailchimp monthly plan ₹950 charged to card.,billing@mailchimp.com,EXPENSE
Project management,Asana Premium subscription ₹450/month charged.,billing@asana.com,EXPENSE
Video conferencing,Zoom Pro subscription ₹1200/month charged.,billing@zoom.us,EXPENSE
Design tool,Canva Pro subscription ₹499/month charged.,billing@canva.com,EXPENSE
Stock photos,Shutterstock subscription ₹899/month charged.,billing@shutterstock.com,EXPENSE
Music streaming,YouTube Music Premium ₹129/month charged.,billing@youtube.com,EXPENSE
Cloud backup,Backblaze backup subscription ₹550/month charged.,billing@backblaze.com,EXPENSE
VPN service,NordVPN subscription ₹850/year charged.,billing@nordvpn.com,EXPENSE
Password manager,1Password subscription ₹280/month charged.,billing@1password.com,EXPENSE
Development tool,GitHub Copilot subscription ₹750/month charged.,billing@github.com,EXPENSE
API service,OpenAI API usage $42.00 for March.,billing@openai.com,EXPENSE
Database service,MongoDB Atlas bill $28.50 for March.,billing@mongodb.com,EXPENSE
CDN service,Cloudflare bill $12.00 for March usage.,billing@cloudflare.com,EXPENSE
Analytics tool,Google Analytics 360 subscription ₹15000/month.,billing@analytics.com,EXPENSE
Marketing automation,HubSpot subscription ₹12000/month charged.,billing@hubspot.com,EXPENSE
CRM software,Salesforce subscription ₹8500/month charged.,billing@salesforce.com,EXPENSE
HR software,Zoho People subscription ₹3500/month charged.,billing@zoho.com,EXPENSE
Accounting,QuickBooks subscription ₹1800/month charged.,billing@quickbooks.com,EXPENSE
Legal software,DocuSign subscription ₹2500/month charged.,billing@docusign.com,EXPENSE
Team communication,Slack subscription ₹780/month per user charged.,billing@slack.com,EXPENSE
File storage,Dropbox Business subscription ₹1200/month charged.,billing@dropbox.com,EXPENSE
Video editing,Adobe Premiere Pro subscription ₹2200/month charged.,billing@adobe.com,EXPENSE
Photo editing,Adobe Lightroom subscription ₹950/month charged.,billing@adobe.com,EXPENSE
Graphic design,Adobe Illustrator subscription ₹1800/month charged.,billing@adobe.com,EXPENSE
Prototyping tool,Figma Professional subscription ₹1200/month charged.,billing@figma.com,EXPENSE
Code editor,JetBrains PhpStorm subscription ₹1500/month charged.,billing@jetbrains.com,EXPENSE
Database tool,DataGrip subscription ₹950/month charged.,billing@jetbrains.com,EXPENSE
Version control,GitHub Enterprise subscription $25/user/month.,billing@github.com,EXPENSE
CI/CD,GitLab Premium subscription $19/user/month.,billing@gitlab.com,EXPENSE
Container registry,Docker Hub Pro subscription $5/month charged.,billing@docker.com,EXPENSE
Kubernetes,AWS EKS bill $45.00 for March cluster usage.,billing@aws.amazon.com,EXPENSE
Serverless,AWS Lambda bill $22.50 for March usage.,billing@aws.amazon.com,EXPENSE
Database AWS,AWS RDS bill $35.00 for March.,billing@aws.amazon.com,EXPENSE
Storage AWS,AWS S3 bill $18.00 for March storage.,billing@aws.amazon.com,EXPENSE
CDN AWS,AWS CloudFront bill $8.50 for March bandwidth.,billing@aws.amazon.com,EXPENSE
Monitoring,Datadog subscription ₹4500/month charged.,billing@datadoghq.com,EXPENSE
Logging,Loggly subscription ₹2800/month charged.,billing@loggly.com,EXPENSE
APM,New Relic subscription ₹6500/month charged.,billing@newrelic.com,EXPENSE
Error tracking,Sentry subscription ₹1800/month charged.,billing@sentry.io,EXPENSE
Security scan,Snyk subscription ₹3500/month charged.,billing@snyk.io,EXPENSE
Code review,SonarCloud subscription ₹2200/month charged.,billing@sonarsource.com,EXPENSE
Testing,BrowserStack subscription ₹4200/month charged.,billing@browserstack.com,EXPENSE
Mobile testing,TestFairy subscription ₹1800/month charged.,billing@testfairy.com,EXPENSE
Performance,WebPageTest subscription ₹950/month charged.,billing@webpagetest.org,EXPENSE
SEO tools,SEMrush subscription ₹8500/month charged.,billing@semrush.com,EXPENSE
Email tools,Mailgun subscription ₹1200/month charged.,billing@mailgun.com,EXPENSE
SMS,Twilio subscription ₹2500/month charged.,billing@twilio.com,EXPENSE
Push notifications,OneSignal subscription ₹950/month charged.,billing@onesignal.com,EXPENSE
Chat widget,Intercom subscription ₹4500/month charged.,billing@intercom.com,EXPENSE
Help desk,Zendesk subscription ₹3800/month charged.,billing@zendesk.com,EXPENSE
Customer support,Freshdesk subscription ₹3200/month charged.,billing@freshdesk.com,EXPENSE
Survey tool,Typeform subscription ₹950/month charged.,billing@typeform.com,EXPENSE
Forms,Google Forms workspace subscription ₹1200/month.,billing@google.com,EXPENSE
Spreadsheets,Google Sheets workspace subscription ₹1200/month.,billing@google.com,EXPENSE
Documents,Google Docs workspace subscription ₹1200/month.,billing@google.com,EXPENSE
Presentations,Google Slides workspace subscription ₹1200/month.,billing@google.com,EXPENSE
Cloud office,Microsoft 365 Business Premium ₹850/user/month.,billing@microsoft.com,EXPENSE
Email provider,Google Workspace Business ₹680/user/month.,billing@google.com,EXPENSE
Cloud office,Zoho Workplace ₹350/user/month.,billing@zoho.com,EXPENSE
HR,BambooHR subscription ₹4500/month charged.,billing@bamboohr.com,EXPENSE
Recruitment,Greenhouse subscription ₹8500/month charged.,billing@greenhouse.io,EXPENSE
Performance,Lattice subscription ₹3200/month charged.,billing@lattice.com,EXPENSE
Training,Udemy Business subscription ₹1800/user/month.,billing@udemy.com,EXPENSE
Learning,Coursera for Business ₹850/user/month.,billing@coursera.com,EXPENSE
Development,Pluralsight subscription ₹1200/user/month.,billing@pluralsight.com,EXPENSE
Design,Skillshare subscription ₹350/user/month.,billing@skillshare.com,EXPENSE
Books,Scribd subscription ₹350/month charged.,billing@scribd.com,EXPENSE
Audiobooks,Audible subscription ₹650/month charged.,billing@audible.com,EXPENSE
Magazines,Readly subscription ₹450/month charged.,billing@readly.com,EXPENSE
News,The New York Times subscription ₹650/month charged.,billing@nytimes.com,EXPENSE
Finance app,YNAB subscription ₹450/month charged.,billing@ynab.com,EXPENSE
Investment,Robinhood Gold subscription ₹350/month charged.,billing@robinhood.com,EXPENSE
Trading,StockTwits Premium subscription ₹250/month charged.,billing@stocktwits.com,EXPENSE
Crypto,Coinbase One subscription ₹950/month charged.,billing@coinbase.com,EXPENSE
Tax,TurboTax subscription ₹650/season charged.,billing@turbotax.com,EXPENSE
Accounting,Xero subscription ₹1200/month charged.,billing@xero.com,EXPENSE
Invoice,FreshBooks subscription ₹450/month charged.,billing@freshbooks.com,EXPENSE
Payments,Stripe account fees 2.9% + ₹30 per transaction.,billing@stripe.com,EXPENSE
E-commerce,Shopify subscription ₹1800/month charged.,billing@shopify.com,EXPENSE
Marketing,Klaviyo subscription ₹950/month charged.,billing@klaviyo.com,EXPENSE
Social media,Hootsuite subscription ₹3800/month charged.,billing@hootsuite.com,EXPENSE
Social media,Buffer subscription ₹950/month charged.,billing@buffer.com,EXPENSE
Social media,Sprout Social subscription ₹8500/month charged.,billing@sproutsocial.com,EXPENSE
Analytics,Mixpanel subscription ₹8500/month charged.,billing@mixpanel.com,EXPENSE
Analytics,Amplitude subscription ₹6500/month charged.,billing@amplitude.com,EXPENSE
Analytics,Heap subscription ₹4500/month charged.,billing@heapanalytics.com,EXPENSE
A/B testing,Optimizely subscription ₹12000/month charged.,billing@optimizely.com,EXPENSE
Personalization,Dynamic Yield subscription ₹18000/month.,billing@dynamicyield.com,EXPENSE
Email deliverability,SendGrid subscription ₹2500/month charged.,billing@sendgrid.com,EXPENSE
Email marketing,Campaign Monitor subscription ₹1200/month.,billing@campaignmonitor.com,EXPENSE
Marketing automation,ActiveCampaign subscription ₹2500/month.,billing@activecampaign.com,EXPENSE
Landing pages,Unbounce subscription ₹1200/month charged.,billing@unbounce.com,EXPENSE
Forms,Typeform subscription ₹950/month charged.,billing@typeform.com,EXPENSE
Surveys,SurveyMonkey subscription ₹850/month charged.,billing@surveymonkey.com,EXPENSE
Feedback,Hotjar subscription ₹1200/month charged.,billing@hotjar.com,EXPENSE
